,apparel,automotive,baby,beauty,books,camera_&_photo,cell_phones_&_service,computer_&_video_games,dvd,electronics,gourmet_food,grocery,health_&_personal_care,jewelry_&_watches,kitchen_&_housewares,magazines,music,musical_instruments,office_products,outdoor_living,software,sports_&_outdoors,tools_&_hardware,toys_&_games,video
0,2.1870460510253906,1.2428141832351685,1.0472885370254517,1.299187183380127,1.6652109622955322,1.918600082397461,1.2813667058944702,1.0705846548080444,1.6790409088134766,1.1099389791488647,1.1034828424453735,0.922867476940155,1.2487232685089111,0.9653093218803406,1.1557103395462036,1.3654054403305054,1.4414983987808228,0.8723238706588745,1.448603868484497,1.0636523962020874,1.477880835533142,1.2065770626068115,1.036534070968628,1.1712437868118286,1.1649624109268188
1,2.926469564437866,1.2319434881210327,1.0198168754577637,1.2970106601715088,1.7354211807250977,1.9030765295028687,1.3257116079330444,1.0673974752426147,1.7341145277023315,1.162702202796936,1.0894194841384888,0.9275426864624023,1.3038970232009888,0.9202834367752075,1.179780125617981,1.395084261894226,1.5140129327774048,0.9581226706504822,1.4212323427200317,1.0955228805541992,1.4828391075134277,1.2177115678787231,0.968807578086853,1.1456738710403442,1.1917970180511475
2,2.8302671909332275,1.236421823501587,1.0463978052139282,1.2478437423706055,1.599847674369812,1.7774826288223267,1.2234582901000977,1.0577458143234253,1.8277344703674316,1.1143887042999268,1.1399719715118408,0.9327242970466614,1.2466994524002075,0.9781782031059265,1.2020231485366821,1.4003957509994507,1.5149970054626465,0.9036790728569031,1.3350152969360352,1.0748212337493896,1.490614891052246,1.2123746871948242,0.9030418992042542,1.1676307916641235,1.2424063682556152
3,2.958890676498413,1.2365598678588867,1.0754448175430298,1.2446385622024536,1.6905399560928345,1.7169564962387085,1.26615309715271,1.089423418045044,1.6483941078186035,1.1668848991394043,1.1147109270095825,0.938651978969574,1.2338060140609741,0.9658886790275574,1.1268588304519653,1.3645349740982056,1.5163549184799194,0.914957582950592,1.4095560312271118,1.1067616939544678,1.5336079597473145,1.2552729845046997,1.0690453052520752,1.1507283449172974,1.1750200986862183
4,3.057692050933838,1.2080775499343872,1.057639479637146,1.256633996963501,1.7368545532226562,2.0150723457336426,1.2467617988586426,1.1253976821899414,1.7697843313217163,1.1708974838256836,1.1467201709747314,0.9552294015884399,1.2671751976013184,0.9408847093582153,1.165668249130249,1.3904868364334106,1.438113808631897,0.9412662982940674,1.657341480255127,1.0810837745666504,1.5245709419250488,1.224752426147461,1.0049046277999878,1.1284291744232178,1.1633505821228027
